bbg_ticker,change,count,delist_date,effective_date,fund_beta,halt_flag,ipo_date,ipo_return,listing_place,number_of_cons,review_type,sector,stock_beta,stock_code,stock_name,stock_name_chinese,trade_end_date,trade_id,trade_start_date,year
43 HK Equity,Delete,-25,,2018-09-10,0.9799,False,,,HK,492,Regular,Unknown,0.6572,43,C.P. POKPHAND,卜蜂國際,2018-10-22,263,2018-06-19,2018
182 HK Equity,Delete,-25,,2018-09-10,0.9799,False,,,HK,492,Regular,Utilities,0.8212,182,CONCORD NE,協合新能源,2018-10-22,264,2018-06-19,2018
342 HK Equity,Delete,-25,,2018-09-10,0.9799,False,,,HK,492,Regular,Energy,0.6037,342,NEWOCEAN ENERGY,新海能源,2018-10-22,265,2018-06-19,2018
435 HK Equity,Delete,-25,,2018-09-10,0.9799,False,,,HK,492,Regular,Properties & Construction,0.481,435,SUNLIGHT REIT,陽光房地產基金,2018-10-22,266,2018-06-19,2018
480 HK Equity,Delete,-25,,2018-09-10,0.9799,False,,,HK,492,Regular,Properties & Construction,0.6655,480,HKR INT'L,香港興業國際,2018-10-22,267,2018-06-19,2018
488 HK Equity,Delete,-25,,2018-09-10,0.9799,False,,,HK,492,Regular,Properties & Construction,0.8947,488,LAI SUN DEV,麗新發展,2018-10-22,268,2018-06-19,2018
603 HK Equity,Delete,-25,,2018-09-10,0.9799,False,,,HK,492,Regular,Utilities,0.7388,603,CHINA OIL & GAS,中油燃氣,2018-10-22,269,2018-06-19,2018
680 HK Equity,Delete,-25,,2018-09-10,0.9799,False,,,HK,492,Regular,Unknown,0.5336,680,NAN HAI CORP,南海控股,2018-10-22,270,2018-06-19,2018
721 HK Equity,Delete,-25,,2018-09-10,0.9799,False,,,HK,492,Regular,Financials,0.4829,721,C FIN INT INV,中國金融國際,2018-10-22,271,2018-06-19,2018
775 HK Equity,Delete,-25,,2018-09-10,0.9799,False,,,HK,492,Regular,Unknown,0.5913,775,CKLIFE SCIENCES,長江生命科技,2018-10-22,272,2018-06-19,2018
845 HK Equity,Delete,-25,,2018-09-10,0.9799,False,,,HK,492,Regular,Properties & Construction,0.8693,845,GLORIOUS PPT H,恒盛地產,2018-10-22,273,2018-06-19,2018
1115 HK Equity,Delete,-25,,2018-09-10,0.9799,False,,,HK,492,Regular,Unknown,0.5651,1115,TIBET WATER,西藏水資源,2018-10-22,274,2018-06-19,2018
1164 HK Equity,Delete,-25,,2018-09-10,0.9799,False,,,HK,492,Regular,Materials,0.7482,1164,CGN MINING,中廣核礦業,2018-10-22,275,2018-06-19,2018
1207 HK Equity,Delete,-25,,2018-09-10,0.9799,False,,,HK,492,Regular,Properties & Construction,0.6106,1207,SRE GROUP,上置集團,2018-10-22,276,2018-06-19,2018
1219 HK Equity,Delete,-25,2018-08-10,2018-09-10,0.9799,False,,,HK,492,Regular,Unknown,0.5217,1219,TENWOW INT'L,天喔國際,2018-08-10,277,2018-06-19,2018
1315 HK Equity,Delete,-25,,2018-09-10,0.9799,False,,,HK,492,Regular,Properties & Construction,0.7083,1315,VISION FAME,允升國際,2018-10-22,278,2018-06-19,2018
1345 HK Equity,Delete,-25,,2018-09-10,0.9799,False,,,HK,492,Regular,Unknown,0.7932,1345,PIONEER PHARM,中國先鋒醫藥,2018-10-22,279,2018-06-19,2018
1432 HK Equity,Delete,-25,,2018-09-10,0.9799,False,,,HK,492,Regular,Unknown,0.4848,1432,CHINA SHENGMU,中國聖牧,2018-10-22,280,2018-06-19,2018
2199 HK Equity,Delete,-25,,2018-09-10,0.9799,False,,,HK,492,Regular,Unknown,0.5814,2199,REGINA MIRACLE,維珍妮,2018-10-22,281,2018-06-19,2018
2222 HK Equity,Delete,-25,,2018-09-10,0.9799,False,,,HK,492,Regular,Unknown,0.735,2222,NVC LIGHTING,雷士照明,2018-10-22,282,2018-06-19,2018
2342 HK Equity,Delete,-25,,2018-09-10,0.9799,False,,,HK,492,Regular,Information Technology,1.1332,2342,COMBA,京信通信,2018-10-22,283,2018-06-19,2018
3336 HK Equity,Delete,-25,,2018-09-10,0.9799,False,,,HK,492,Regular,Information Technology,0.7774,3336,JU TENG INTL,巨騰國際,2018-10-22,284,2018-06-19,2018
3389 HK Equity,Delete,-25,,2018-09-10,0.9799,False,,,HK,492,Regular,Unknown,0.702,3389,HENGDELI,亨得利,2018-10-22,285,2018-06-19,2018
6136 HK Equity,Delete,-25,,2018-09-10,0.9799,False,,,HK,492,Regular,Utilities,0.9057,6136,KANGDA ENV,康達環保,2018-10-22,286,2018-06-19,2018
1810 HK Equity,Add,1,,2018-07-23,0.9815,False,2018-07-09,-1.17647058823529,HK,484,Interim,Information Technology,,1810,XIAOMI CORPORATION - W,小米集團 - W,2018-09-03,287,2018-07-09,2018
1886 HK Equity,Delete,-1,,2018-07-12,0.9794,True,,,HK,483,Interim,Unknown,0.6656,1886,HUIYUAN JUICE,匯源果汁,2018-08-23,288,2018-04-19,2018
6158 HK Equity,Add,1,,2018-06-04,0.979,False,,,HK,484,Interim,Properties & Construction,0.9629,6158,ZHENRO PPT,正榮地產,2018-07-16,289,2018-03-12,2018
45 HK Equity,Add,21,,2018-03-05,0.9878,False,,,HK,483,Regular,Unknown,0.6304,45,HK&S Hotels,大酒店,2018-04-16,290,2017-12-11,2018
78 HK Equity,Add,21,,2018-03-05,0.9878,False,,,HK,483,Regular,Unknown,0.5654,78,Regal Int'l,Regal Int'l,2018-04-16,291,2017-12-11,2018
86 HK Equity,Add,21,,2018-03-05,0.9878,False,,,HK,483,Regular,Financials,0.6881,86,Sun Hung Kai Co,新鴻基公司,2018-04-16,292,2017-12-11,2018
87 HK Equity,Add,21,,2018-03-05,0.9878,False,,,HK,483,Regular,Conglomerates,0.6753,87,Swire Pacific B,太古股份公司'B',2018-04-16,293,2017-12-11,2018
127 HK Equity,Add,21,,2018-03-05,0.9878,False,,,HK,483,Regular,Properties & Construction,0.7748,127,Chinese Est H,華人置業,2018-04-16,294,2017-12-11,2018
189 HK Equity,Add,21,,2018-03-05,0.9878,False,,,HK,483,Regular,Materials,0.7902,189,Dongyue Group,東岳集團,2018-04-16,295,2017-12-11,2018
